id,text,event_number,player_dummy,team_dummy,weekday,month,day,time,user_screen_name,retweets,likes,comments
5.21E+17,"""rt @notgareth: drink! yet another safety car #yasc 

*dies of alcohol poisoning*

#bathurst1000 #v8sc""",11,0,0,7,10,12,7:07,1_hashcheck_0,0,0,0
5.21E+17,"""my theory stands if you watch the 1st 30mins and the last 30mins of #bathurst1000  when you will get the full picture""",11,0,0,7,10,12,7:36,1beautifulbogan,1,2,0
4.80E+17,"""rt @nextontcm: ocean's eleven (1960) frank sinatra, dean martin, sammy davis jr, peter lawford. dir: lewis milestone 1:45 pm et [cc] #comedâ€¦""",6,0,0,7,6,22,17:19,1chefdiva,0,0,0
5.26E+17,"""rt @nextontcm: tonight: haunted, damned, and cursed. starts with julie harris &amp; claire bloom in the haunting (1963) at 8:00pm et on @tcm. #â€¦""",12,0,0,7,10,26,16:17,1chefdiva,0,0,0
5.21E+17,"""rt @pafc: shattered for club ambassador @deancanto at #bathurst1000 today, what a drive it was! all the best on the gold coast #weareportadâ€¦""",11,0,0,7,10,12,10:53,1dloan,0,0,0
5.21E+17,"""rt @daffidreynolds: i can't believe the turn of event at #bathurst1000 it was almost like mario kart..""",11,1,0,7,10,12,9:25,1jasondrowe,0,0,0
5.21E+17,"""hey bernie, @f1 can't possibly compete with today's @v8supercars #bathurst1000 #forzajules""",11,0,0,7,10,12,10:51,1khztone,0,0,0
5.21E+17,"""rt @speedtvaus: stat: at 7h58m53s, 2014 has now set a record for the longest #bathurst1000 in history, topping the 1974 race by 7 min. #v8sc""",11,0,0,7,10,12,8:51,1khztone,0,0,0
5.21E+17,"""rt @simraceway: congrats @chazmozzie on your @v8supercars #bathurst1000. a great race and spectacular drive from last on the grid. http://tâ€¦""",11,1,0,7,10,12,7:40,1khztone,0,0,0
5.21E+17,"""ford ford ford, and a 2nd to the datto #bathurst1000 ðŸ˜ƒ""",11,0,0,7,10,12,7:34,1khztone,0,0,0
5.21E+17,"""shane van gisbergen relishing 'dream lap' #bathurst1000 http://t.co/xfbjeug6dp""",11,0,0,7,10,12,18:32,1newssportnz,0,0,0
5.21E+17,"""rt @abcgrandstand: mostert wins the great race: chaz mostert wins his 1st #bathurst1000, overtaking short-of-fuel jamie whincup at the deatâ€¦""",11,0,0,7,10,12,7:40,1rogerwoodward,0,0,0
5.21E+17,"""rt @v8supercars: 2014 king of the mountain - chaz mostert and paul morris #v8sc #bathurst1000 http://t.co/xwrcjhmg0s""",11,0,0,7,10,12,7:51,1rogerwoodward,0,0,0
5.21E+17,"""this is awesome @v8supercars action at #bathurst1000 ..as always a script that never could be written""",11,0,0,7,10,12,7:08,1sparkey,0,0,0
5.21E+17,"""rt @v8supercars: svg has set another lap record - a 2min07.6677 on l147 #bathurst1000 #v8sc""",11,0,0,7,10,12,7:00,1sparkey,0,0,0
5.21E+17,"""rt @redbullracingau: terrible bad luck for @teknoautosports and @shanevg97, massive shame on a great performance #v8sc #bathurst1000""",11,1,1,7,10,12,7:13,1sparkey,0,0,0
5.21E+17,"""rt @v8supercars: top 10 - mostert, moffat, percat, w davison, whincup, winterbottom, t kelly, r kelly, coulthard and lowndes Â #bathurst1000â€¦""",11,0,0,7,10,12,7:50,1sparkey,0,0,0
5.21E+17,"""@teknoautosports awesome race weekend.dam shame 10 laps to go that's the great race #bathurst1000""",11,0,1,7,10,12,7:15,1sparkey,0,0,0
5.21E+17,"""rt @v8chosenone: check out that podium crowd! #v8sc #bathurst1000 http://t.co/xivowyvilk""",11,0,0,7,10,12,7:57,1sparkey,0,0,0
5.21E+17,"""go @jamiewhincup takes the lead 6 laps to go #bathurst1000""",11,1,0,7,10,12,7:20,1sparkey,0,0,0
5.21E+17,"""rt @v8supercars: svg's to of the car, devastated and gets a huge cheer from the crowd #bathurst1000 #v8sc""",11,0,0,7,10,12,7:08,1sparkey,0,0,0
4.60E+17,"""congratulats @pafc supporters &amp; #adelaide for today's sellout @theadelaideoval awesome venue, crowd &amp; even better match. #weareportadelaide""",4,0,0,7,4,27,12:22,1stevegrace,1,3,0
5.26E+17,"""rt @ronniewood: backstage @rollingstones gig #adelaide ~ just been to hair &amp; makeup for tonight #ready http://t.co/riregedqtt""",12,0,0,7,10,26,14:56,1viajero,0,0,0
4.40E+17,"""rt @grmotorsport: thanks again for all the messages today, the support has been awesome #bestfans #v8sc""",1,0,1,7,3,2,13:44,2013hachie,0,0,0
5.21E+17,"""rt @v8supercars: 2014 king of the mountain - chaz mostert and paul morris #v8sc #bathurst1000 http://t.co/xwrcjhmg0s""",11,0,0,7,10,12,8:30,2013hachie,0,0,0
5.21E+17,"""rt @camsmotorsport: #v8sc - cams would like to congratulate to chaz mostert, paul morris and pepsi max crew fpr #bathurst1000 http://t.co/tâ€¦""",11,0,0,7,10,12,11:49,2013hachie,0,0,0
4.39E+17,"""rt @redbullracingau: the wait is almost over! here's a little 2014 #clipsal500 preview to whet your #v8sc-starved appetites http://t.co/boeâ€¦""",1,0,0,5,2,28,14:36,23_jmontes,0,0,0
4.60E+17,"""rt @holden_racing: .@garthtander is now available for stunt driving lessons. enquire within. #v8sc #itm500 http://t.co/nek9psrwfg""",4,1,0,5,4,25,11:53,24macboy,0,0,0
4.67E+17,"""rt @animalsaus: #rally in #adelaide this sun 18/5 for victims of live export @ #marchinmay d'load banners @ http://t.co/zgbwml41pd http://tâ€¦""",5,0,0,6,5,17,15:07,2bear3,0,0,0
4.68E+17,"""""first annual bite at the beach"" premier food + craft beer pairing event launches  5/17, #tas... http://t.co/vaghuquirw via @lastory""",5,0,0,7,5,18,15:39,2kidsandacoupon,0,0,0
5.21E+17,"""no podium for you #bathurst1000""",11,0,0,7,10,12,7:34,2lapsdown,0,0,0
5.21E+17,"""fuck. yes. race redeemed #fuckwhincup #bathurst1000""",11,0,0,7,10,12,7:33,2lapsdown,0,0,0
5.21E+17,"""whincup really is an insufferable prick &amp; its only gonna get worse if this sticks #bathurst1000""",11,0,0,7,10,12,7:21,2lapsdown,0,0,0
5.21E+17,"""lap 159/161: whincup pushing so hard and leads from mostert and moffat with three to go #v8sc #bathurst1000""",11,0,0,7,10,12,7:28,2mcesport,0,0,0
5.21E+17,"""chaz mostert wins the 2014 bathurst 1000 on the final lap #v8sc #bathurst1000""",11,0,0,7,10,12,7:35,2mcesport,0,0,0
5.21E+17,"""lap 160/161: whincup possible radio drama, been told to conserve and hasn't responded #v8sc #bathurst1000""",11,0,0,7,10,12,7:30,2mcesport,0,0,0
5.21E+17,"""lap 150/161: tim blanchard hard into the wall at the cutting to force a safety car #v8sc #bathurst1000""",11,0,0,7,10,12,7:03,2mcesport,0,0,0
5.21E+17,"""lap 157/161: whincup, mostert, moffat, davison, percat, winterbottom #v8sc #bathurst1000""",11,0,0,7,10,12,7:25,2mcesport,1,0,0
5.21E+17,"""lap 151: van gisbergen stalls in pit lane and ends his day, heart breaking for the guy that has lead most the day #v8sc #bathurst1000""",11,0,0,7,10,12,7:06,2mcesport,0,0,0
5.21E+17,"""lap 152/161: winterbottom on minimal fuel holds the lead from whincup, the longer the safety car is out the better #v8sc #bathurst1000""",11,0,0,7,10,12,7:13,2mcesport,0,0,0
5.21E+17,"""lap 153/161: restarted once again, winterbottom holds the lead #v8sc #bathurst1000""",11,0,0,7,10,12,7:16,2mcesport,0,0,0
5.21E+17,"""lap 160/161: whincup told he won't make it on current fuel consumption #v8sc #bathurst1000""",11,0,0,7,10,12,7:31,2mcesport,0,0,0
5.21E+17,"""lap 155/161: black flag for lowndes for the contact with winterbottom #v8sc #bathurst1000""",11,0,0,7,10,12,7:20,2mcesport,0,0,0
5.21E+17,"""lap 149/161: van gisbergen told he needs to pit on lap 159 #v8sc #bathurst1000""",11,0,0,7,10,12,7:02,2mcesport,0,0,0
5.21E+17,"""lap 154/161: winterbottom spun around by lowndes and pushed back to 8th. whincup leads from mostert #v8sc #bathurst1000""",11,0,0,7,10,12,7:19,2mcesport,0,0,0
5.21E+17,"""rt @holdenmsport: unfortunate end to @jamiewhincup and dumbrell's day. jw still controls championship! #v8sc #bathurst1000""",11,1,0,7,10,12,7:53,2shihokobayashi,0,0,0
5.26E+17,"""http://t.co/i5isb0eobk #winston &amp; issac black pearl series trumpet with case, white glove and strap new http://t.co/gtekthc72w""",12,0,0,7,10,26,15:16,2spiritranch,0,0,0
4.68E+17,"""rt @jongray1963: abc it fits so well #bustthebudget #marchinmay #adelaide http://t.co/qicjqu2nsl""",5,0,0,7,5,18,13:34,350ppmjames,0,0,0
5.21E+17,"""rt @fpr_australia: @chazmozzie wins bathurst!!! #back2backatbathurst #bathurst1000 #v8sc""",11,1,0,7,10,12,9:47,351capridan,0,0,0
5.21E+17,"""rt @v8supercars: ""we should've had two cars there, but back to back, rapt for chaz, paul and the whole team"" Â edwards #bathurst1000 #v8sc""",11,0,0,7,10,12,9:47,351capridan,0,0,0
5.21E+17,"""rt @melissadoyle: â€œ@7sport: what a finish! fordâ€™s chaz mostert wins his first #bathurst1000, overtaking jamie whincup on the final lap â€ 

â€¦""",11,0,0,7,10,12,9:44,351capridan,0,0,0
5.21E+17,"""rt @fitzysa: whincup. you're empty son!!! #bathurst1000""",11,0,0,7,10,12,9:48,351capridan,0,0,0
5.21E+17,"""rt @grillteam: congratulations to ford driver chaz mostert on winning his first #bathurst1000. it was his second ever drive at bathurst. #bâ€¦""",11,0,0,7,10,12,9:46,351capridan,0,0,0
5.21E+17,"""rt @stevepizzati: take a bow @v8supercars - that's how you put on a show! brilliant! #v8sc #bathurst1000 #truedrama""",11,0,0,7,10,12,9:28,351capridan,0,0,0
5.21E+17,"""ok #bathurst1000 is done and run i can focus on the end of this game""",11,0,0,7,10,12,8:01,36ersnation,0,0,0
5.21E+17,"""rt @mattzel89: well, they practiced it already earlier this weekend #bathurst1000 http://t.co/vywhb4r8rc""",11,0,0,7,10,12,10:10,391_chris,0,0,0
5.21E+17,"""rt @mattzel89: #bathurst1000 http://t.co/ayehd5zs0f""",11,0,0,7,10,12,10:12,391_chris,0,0,0
4.81E+17,"""rt @adlweatherbot: #adelaide #weather is currently light rain shower/windy and 14Â° outside.""",6,0,0,7,6,22,13:45,3_mjeed,0,0,0
4.39E+17,"""rt @nakamartinez: #winston llora por el rayado de sus paredes...hay madres que lloran la muerte de sus hijos...... http://t.co/t7fn4mcqbn""",1,0,0,6,3,1,14:34,3eiragomez,0,0,0
5.21E+17,"""yes! congrats @chazmozzie what a race! #bathurst1000""",11,1,0,7,10,12,7:35,3holepunchmattj,0,0,0
5.21E+17,"""a truly delirious day on the mountain indeed. #bathurst1000 #v8sc""",11,0,0,7,10,12,8:18,3prabnz,0,0,0
5.21E+17,"""@v8supercars #bathurst1000 you have a lot to teach #f1 about venues and close racing.  bonzer race!""",11,0,0,7,10,12,10:20,3resolutionsguy,0,0,0
5.21E+17,"""that is quite literally unbelievable...!! #bathurst1000""",11,0,0,7,10,12,7:35,427_impala,0,0,0
5.41E+17,"""rt @fabiancoulthard: hey @smclaughlin93 looks like you won't ever drive for @teamdjr they don't allow your foot attire ðŸ˜‰ #syd500 #v8sc httpâ€¦""",14,1,0,6,12,6,15:43,4388jester,0,0,0
4.40E+17,"""speechless. rt @abcnews: a man has drowned in #adelaide's torrens river while trying to recover a model boat. http://t.co/oxf7dkndxqâ€""",1,0,0,7,3,2,14:28,4foot10inches,0,0,0
5.21E+17,"""wow that was unbelievable holy shit #bathurst1000""",11,0,0,7,10,12,7:34,4moorey,0,0,0
5.21E+17,"""jamie whincup amazing performance #bathurst1000""",11,0,0,7,10,12,7:19,4moorey,0,0,0
5.21E+17,"""rt @melissadoyle: â€œ@jenleeren: @melissadoyle @7sport best ending to the race that iâ€™ve ever seen #bathurst1000â€ 

i agree!""",11,0,0,7,10,12,7:43,4olleys,0,0,0
5.21E+17,"""rt @morticiajay: jesus #lowndes i nearly choked on my popcorn! #v8sc""",11,0,0,7,10,12,11:52,4poemen,0,0,0
5.21E+17,"""for afternoon readers, friday five: bathurst, fuji, motegi, sochi, charlotte. #v8sc #fiawec #motogp #f1 #nascar 
http://t.co/lgsioydiae""",11,0,0,6,10,11,16:02,4theloveofindy,1,0,0
5.21E+17,"""svg stalled. #v8sc""",11,0,0,7,10,12,7:05,4theloveofindy,0,0,0
5.21E+17,"""whincup leads mostert, lowndes, moffat and davison. #v8sc 7 to go. penalty for lowndes.""",11,0,0,7,10,12,7:20,4theloveofindy,0,0,0
5.21E+17,"""chaz mostert and paul morris wins the 2014 bathurst 1000! #v8sc""",11,0,0,7,10,12,7:34,4theloveofindy,0,0,0
5.41E+17,"""for afternoon readers, friday finales: homebush, sepang, thunderhill. #v8sc #asianlemans #25hours #nasaproracing
http://t.co/5begtepbge""",14,0,0,6,12,6,17:15,4theloveofindy,0,0,0
5.21E+17,"""whincup takes the lead in the final corner. #v8sc and lowndes spins winterbottom in t1. both continue! unbelievable.""",11,0,0,7,10,12,7:18,4theloveofindy,0,0,0
5.21E+17,"""mostert moves whincup and takes the lead! #v8sc""",11,0,0,7,10,12,7:34,4theloveofindy,0,0,0
5.21E+17,"""rt @dariofranchitti: this bathurst race has been an absolute belter!! love the aussie commentary. was hoping for better for my mate @jcourtâ€¦""",11,0,0,7,10,12,7:26,4theloveofindy,0,0,0
5.21E+17,"""james moffatt second. percat, davison, whincup finished 5th. #v8sc""",11,0,0,7,10,12,7:35,4theloveofindy,0,0,0
5.41E+17,"""whincup sweeps saturday in sydney. #v8sc 
http://t.co/rlp2o6ksgo""",14,0,0,7,12,7,14:14,4theloveofindy,0,0,0
5.21E+17,"""it is ford's 20th bathurst 1000 victory and second consecutive. #v8sc""",11,0,0,7,10,12,7:39,4theloveofindy,0,0,0
5.21E+17,"""2 to go. #v8sc""",11,0,0,7,10,12,7:30,4theloveofindy,0,0,0
4.80E+17,"""road courses runneth over. #f1 #v8sc #n24 #nascar 
http://t.co/hex2hsdb5w""",6,0,0,6,6,21,13:11,4theloveofindy,0,0,0
5.21E+17,"""mostert has cut the gap in half. final lap. #v8sc""",11,0,0,7,10,12,7:32,4theloveofindy,0,0,0
5.21E+17,"""pits are busy. leaders just need a splash. 10 laps to go. #v8sc""",11,0,0,7,10,12,7:05,4theloveofindy,0,0,0
5.21E+17,"""going to get the restart with 9 to go. #v8sc""",11,0,0,7,10,12,7:14,4theloveofindy,0,0,0
5.41E+17,"""for afternoon readers, whincup sweeps saturday in sydney. #v8sc 
http://t.co/rlp2o6ksgo""",14,0,0,7,12,7,17:24,4theloveofindy,0,1,0
5.21E+17,"""whincup is so close on fuel and he is running qualifying level laps. #v8sc""",11,0,0,7,10,12,7:31,4theloveofindy,0,0,0
5.21E+17,"""winterbottom got the lead after whincup went off at t1. both continue but whincup gifted him the lead. #v8sc""",11,0,0,7,10,12,7:07,4theloveofindy,0,0,0
5.21E+17,"""mostert/morris went from last to first and only led the final lap. #v8sc""",11,0,0,7,10,12,7:39,4theloveofindy,0,0,0
5.21E+17,"""lowndes is out first ahead of mostert. winterbottom is the leader. #v8sc""",11,0,0,7,10,12,7:06,4theloveofindy,0,0,0
5.21E+17,"""i am stunned about what has happened to van gisbergen. #v8sc""",11,0,0,7,10,12,7:06,4theloveofindy,0,0,0
5.21E+17,"""mostert had 2 race wins. morris' only victory was calder park 2001! they have won the biggest race in the southern hemisphere. #v8sc""",11,0,0,7,10,12,7:36,4theloveofindy,0,0,0
5.21E+17,"""ford, nissan, holden podium. taz douglas and oliver gavin are the co-drivers to moffat and percat. #v8sc""",11,0,0,7,10,12,7:38,4theloveofindy,0,0,0
5.21E+17,"""3 to go. whincup's lead to mostert is 3.02 seconds. #v8sc""",11,0,0,7,10,12,7:28,4theloveofindy,0,0,0
5.21E+17,"""to put what happened to svg into perspective, think roberto guerrero, indianapolis 1987. #v8sc #indycar""",11,0,0,7,10,12,7:09,4theloveofindy,0,0,0
5.21E+17,"""big day: charlotte, bathurst, fuji, motegi and sochi. #nascar #v8sc #fiawec #motogp #f1 
http://t.co/lgsioydiae""",11,0,0,7,10,12,18:09,4theloveofindy,0,1,0
5.21E+17,"""blanchard in the wall. safety car throws a monkey wrench into the leaders strategy with 11 laps to go. #v8sc""",11,0,0,7,10,12,7:03,4theloveofindy,0,0,0
5.26E+17,"""#tas #jansport belttwo
harga 80rb
readystock pink,abu dan birumuda
ukuran 30 x 40 x 14
bahan : canvasâ€¦ http://t.co/4wpjc9hifm""",12,0,0,7,10,26,13:21,4yumishop,0,0,0
5.26E+17,"""#tas #jansport newspaper
bahan nilon
ukuran 31x42x14
water resistant
harga 80rb

info danâ€¦ http://t.co/7uikib65db""",12,0,0,7,10,26,13:30,4yumishop,0,0,0
4.40E+17,"""rt @lorettaramos: #winston!!!! #hannibal""",1,0,0,7,3,2,14:18,500panda,0,0,0
5.21E+17,"""more real than most reality tv #bathurst1000""",11,0,0,7,10,12,7:09,50shadesofteal,0,0,0
5.21E+17,"""rt @tasmania: the magical binalong bay near st helens, a top spot for a weekend break. pic @lovethywalrus (on ig) #tassie http://t.co/kzc4pâ€¦""",11,0,0,7,10,12,9:16,53pamela,0,0,0
4.81E+17,"""amazing #rocks #kagaroonisland #adelaide http://t.co/kx59ye9l9t""",6,0,0,7,6,22,13:35,5566tao,0,0,0
5.21E+17,"""rt @philippenfold: if you're not first - you're last. ricky bobby would be proud. what a race ! #talladeganights #bathurst1000 #v8sc #ifeelâ€¦""",11,0,0,7,10,12,8:20,5_x_1,0,0,0
5.21E+17,"""rt @angus_ol: i'm not into motorsport but that was an absolutely amazing finish to #bathurst1000 

hard not to feel for @jamiewhincup""",11,1,0,7,10,12,7:35,5sos_kylie,0,0,0
5.21E+17,"""holy shit that was intense.
good to see a ford win though

#bathurst1000""",11,0,0,7,10,12,7:35,5ytxis,0,0,0
5.21E+17,"""rt @nswpowerselloff: if you see lib premier mike baird at #bathurst1000 tell him you dont want our electricity network privatised http://t.â€¦""",11,0,0,7,10,12,8:48,625firefly,0,0,0
5.21E+17,"""ford = first on race day, congrats to  chaz mostert and paul morris #bathurst1000 #v8sc
holden up the traffic, just holden together.""",11,0,0,7,10,12,7:52,666harps666,0,1,0
5.21E+17,"""rt @smhsport: ford driver chaz mostert wins #bathurst1000 with dramatic last-lap pass on jamie whincup @stephenottley http://t.co/lx67brqz8o""",11,0,0,7,10,12,7:36,6pr,0,0,0
4.40E+17,"""rt @polestarrace: a man on a mission: @smclaughlin93 takes p2 in his second ever race with the new #volvo s60 #polestar #v8sc. http://t.co/â€¦""",1,1,0,7,3,2,18:04,72dragster,0,0,0
5.21E+17,"""rt @neilhudson: ok. here it is. today is bathurst day #v8sc""",11,0,0,7,10,12,18:08,72mcm,0,0,0
4.39E+17,"""it's race day for the first time in 2014. going to be a great day. bring it on ! #v8sc #clipsal500""",1,0,0,6,3,1,20:36,72mcm,0,0,0
4.39E+17,"""@racrcraig that's true mate.  i cannot wait and the best part is i will be there. woo hoo.  #getyourbacksidetrackside #clipsal500""",1,0,0,6,3,1,20:27,72mcm,0,1,0
5.21E+17,"""rt @v8chosenone: that moment you wake up &amp; realise it's your bathurst day. happy bathurst day everyone! #v8sc #bathurst1000""",11,0,0,7,10,12,18:29,72mcm,0,0,0
5.21E+17,"""rt @bnothling: bathurst day. time to stop talking talk and make things happen. good luck to all. here's to a safe race. #v8sc #bathurst1000""",11,0,0,7,10,12,18:28,72mcm,0,0,0
5.21E+17,"""#taÅŸ yokmu taÅŸ kÄ±lÄ±Ã§daroÄŸlu nereye saklandÄ± ? gÃ¶revini yapmiyor bari ona taÅŸ atalÄ±m!""",11,0,0,7,10,12,15:55,73apple72,0,0,0
4.80E+17,"""#adelaide claws its way back to within nine points of essendon after first half lapse - herald sun http://t.co/jdylizofue""",6,0,0,6,6,21,13:26,757liveau,0,1,0
5.21E+17,"""#tassie devils to be let loose on aussie mainland http://t.co/vfymgm6ulr""",11,0,0,7,10,12,7:47,757livenz,0,0,0
4.95E+17,"""#winston peters creates another problem - nz city http://t.co/bufjfk8ehn""",8,0,0,6,8,2,17:07,757livenz,0,0,0
5.21E+17,"""fuckingfuckfuckityfuckfuuuuuck!!! what a finish!!! #bathurst1000""",11,0,0,7,10,12,7:34,76wilbury,0,0,0
5.21E+17,"""now there's a podium the bookies didn't pick.

at all.
seriously. holy fuck. #bathurst1000""",11,0,0,7,10,12,7:46,76wilbury,0,0,0
5.21E+17,"""rt @abcgrandstand: mostert wins the great race: chaz mostert wins his 1st #bathurst1000, overtaking short-of-fuel jamie whincup at the deatâ€¦""",11,0,0,7,10,12,7:36,76wilbury,0,0,0
4.60E+17,"""young and old join together for #anzacday march in #adelaide. @andrealnicolas reports for #7newsadel | http://t.co/nei0f5wmmn""",4,0,0,5,4,25,10:36,7newsadelaide,1,0,0
4.60E+17,"""#adelaide #anzacday dawn service focuses on one of the last surviving prisoners of ww2 | http://t.co/uxc8tbiabo""",4,0,0,5,4,25,10:35,7newsadelaide,0,2,0
4.60E+17,"""#adelaide #anzacday dawn service focuses on one of the last surviving prisoners of ww2 | http://t.co/18nq2peosh""",4,0,0,5,4,25,10:35,7newsaustralia,1,0,0
5.21E+17,"""rt @peterdoherty7: make sure catch this on flashback @teamdjr #v8sc #bathurst1000 http://t.co/tv9wl6q8sn""",11,0,0,7,10,12,7:54,7newsbrisbane,0,0,0
5.21E+17,"""rt @billmcdonald07: 9 unbelievable laps about to unfold to decide the winner of the great race on 7! #bathurst1000""",11,0,0,7,10,12,7:11,7newsbrisbane,0,0,0
5.21E+17,"""rt @billmcdonald07: mostert wins. whincup out of fuel fails to podium. #heartbreak. #wow #bathurst1000 #bestfinishever.""",11,0,0,7,10,12,7:36,7newsbrisbane,0,0,0
5.21E+17,"""rt @billmcdonald07: hang in for more bathurst reax on 7 news qld at 6pm. #bathurst1000 #7newsq""",11,0,0,7,10,12,7:40,7newsbrisbane,0,0,0
5.21E+17,"""rt @peterdoherty7: tonight we look back at another amazing bathurst moment - queendland's 1st win @7newsbrisbane 6pm #v8sc #bathurst1000 htâ€¦""",11,0,0,7,10,12,7:40,7newsbrisbane,0,0,0
5.21E+17,"""rt @mattys123: that was awesome, stunning, great tv, don't go to the news #bathurst1000""",11,0,0,7,10,12,7:34,7scott77,0,0,0
5.21E+17,"""five laps to go: whincup is flying around the track. the gap is now 1.9 seconds #bathurst1000  #v8sc""",11,0,0,7,10,12,7:26,7sport,0,1,0
5.21E+17,"""it's a race against the fuel tank. can he hold on? #bathurst1000  #v8sc""",11,0,0,7,10,12,7:31,7sport,5,5,1
5.21E+17,"""shane van gisbergern cannot get his car to start. another twist in the #bathurst1000""",11,0,0,7,10,12,7:07,7sport,3,3,1
5.21E+17,"""jamie whincup still in control of this race. six laps to go, we're in for some finish #bathurst1000 #v8sc""",11,0,0,7,10,12,7:20,7sport,0,2,0
5.21E+17,"""from last to first, mostert pips whincup on the last lap to win the #bathurst1000 | http://t.co/l55vwuzen3""",11,0,0,7,10,12,8:23,7sport,3,18,1
